0 0 0 16 16 13
1 0 0 6 6 32
2 0 0 15 15 13
3 0 6 13 13 13
4 0 6 12 12 25
5 0 6 12 12 13
6 0 6 10 10 13
7 6 0 6 6 30
8 0 6 13 13 26
9 0 6 11 11 15
