2 0 0 15 15 13
5 0 0 17 17 7
0 0 12 16 16 13
8 0 15 14 14 13
4 14 15 14 14 13
1 14 0 7 7 17
3 15 0 13 13 13
9 0 0 18 18 5
6 18 18 10 10 13
7 18 0 8 8 8
