0 0 0 16 16 13
1 6 13 6 6 32
2 0 0 15 15 13
3 6 0 11 11 25
4 6 0 12 12 25
5 0 0 10 10 25
6 0 0 10 10 13
7 0 10 6 6 30
8 6 0 13 13 26
9 6 0 11 11 15
